CountryID,Country,Occurrence,Total deaths,Persons affected,Continent,Type of disaster,Decade
16,American Samoa,,,,Oceania,Meteorological,1990-1999
660,Anguilla,1,0,150,North America,Meteorological,1990-1999
28,Antigua and Barbuda,5,6,11684,North America,Meteorological,1990-1999
32,Argentina,4,21,43000,South America,Meteorological,1990-1999
51,Armenia,,,,Asia,Meteorological,1990-1999
36,Australia,30,74,8539068,Oceania,Meteorological,1990-1999
40,Austria,8,3,0,Europe,Meteorological,1990-1999
31,Azerbaijan,,,,Asia,Meteorological,1990-1999
44,Bahamas,4,5,1700,North America,Meteorological,1990-1999
50,Bangladesh,52,143395,23691965,Asia,Meteorological,1990-1999
52,Barbados,1,0,0,North America,Meteorological,1990-1999
112,Belarus,1,5,21390,Europe,Meteorological,1990-1999
56,Belgium,10,24,1705,Europe,Meteorological,1990-1999
84,Belize,2,9,60000,North America,Meteorological,1990-1999
204,Benin,,,,Africa,Meteorological,1990-1999
60,Bermuda,,,,North America,Meteorological,1990-1999
64,Bhutan,1,17,65000,Asia,Meteorological,1990-1999
68,Bolivia,,,,South America,Meteorological,1990-1999
70,Bosnia and Herzegovina,1,0,1090,Europe,Meteorological,1990-1999
72,Botswana,,,,Africa,Meteorological,1990-1999
76,Brazil,4,3,2676,South America,Meteorological,1990-1999
92,British Virgin Islands,2,0,3,North America,Meteorological,1990-1999
100,Bulgaria,3,3,6173,Europe,Meteorological,1990-1999
108,Burundi,1,0,30810,Africa,Meteorological,1990-1999
132,Cabo Verde,,,,Africa,Meteorological,1990-1999
116,Cambodia,1,25,0,Asia,Meteorological,1990-1999
124,Canada,10,38,7504,North America,Meteorological,1990-1999
136,Cayman Islands,,,,North America,Meteorological,1990-1999
140,Central African Republic,,,,Africa,Meteorological,1990-1999
148,Chad,,,,Africa,Meteorological,1990-1999
152,Chile,5,6,50250,South America,Meteorological,1990-1999
156,China,77,5780,102722968,Asia,Meteorological,1990-1999
170,Colombia,1,2,0,South America,Meteorological,1990-1999
174,Comoros,,,,Africa,Meteorological,1990-1999
184,Cook Islands,2,20,900,Oceania,Meteorological,1990-1999
188,Costa Rica,4,62,740762,North America,Meteorological,1990-1999
191,Croatia,,,,Europe,Meteorological,1990-1999
192,Cuba,7,19,999162,North America,Meteorological,1990-1999
196,Cyprus,1,52,100,Asia,Meteorological,1990-1999
203,Czech Republic,,,,Europe,Meteorological,1990-1999
180,Democratic Republic of the Congo,,,,Africa,Meteorological,1990-1999
208,Denmark,4,8,0,Europe,Meteorological,1990-1999
262,Djibouti,1,0,775,Africa,Meteorological,1990-1999
212,Dominica,3,2,5716,North America,Meteorological,1990-1999
214,Dominican Republic,4,382,1003425,North America,Meteorological,1990-1999
818,Egypt,3,72,60,Africa,Meteorological,1990-1999
222,El Salvador,3,491,86000,North America,Meteorological,1990-1999
232,Eritrea,1,3,15675,Africa,Meteorological,1990-1999
233,Estonia,,,,Europe,Meteorological,1990-1999
748,Eswatini,,,,Africa,Meteorological,1990-1999
242,Fiji,5,59,173275,Oceania,Meteorological,1990-1999
246,Finland,2,0,0,Europe,Meteorological,1990-1999
250,France,22,273,3519441,Europe,Meteorological,1990-1999
258,French Polynesia,,,,Oceania,Meteorological,1990-1999
266,Gabon,,,,Africa,Meteorological,1990-1999
270,Gambia,,,,Africa,Meteorological,1990-1999
268,Georgia,,,,Asia,Meteorological,1990-1999
276,Germany,18,137,30015,Europe,Meteorological,1990-1999
288,Ghana,,,,Africa,Meteorological,1990-1999
300,Greece,2,8,0,Europe,Meteorological,1990-1999
308,Grenada,2,0,1210,North America,Meteorological,1990-1999
312,Guadeloupe,4,4,899,North America,Meteorological,1990-1999
316,Guam,2,1,11962,Oceania,Meteorological,1990-1999
320,Guatemala,2,384,105700,North America,Meteorological,1990-1999
324,Guinea,,,,Africa,Meteorological,1990-1999
624,Guinea-Bissau,1,0,1722,Africa,Meteorological,1990-1999
332,Haiti,5,1378,1599144,North America,Meteorological,1990-1999
340,Honduras,4,14619,2112022,North America,Meteorological,1990-1999
344,Hong Kong,11,34,2689,Asia,Meteorological,1990-1999
348,Hungary,1,40,0,Europe,Meteorological,1990-1999
352,Iceland,,,,Europe,Meteorological,1990-1999
356,India,34,22130,32346701,Asia,Meteorological,1990-1999
360,Indonesia,,,,Asia,Meteorological,1990-1999
364,Iran,4,31,3785,Asia,Meteorological,1990-1999
372,Ireland,8,14,0,Europe,Meteorological,1990-1999
376,Israel,2,5,0,Asia,Meteorological,1990-1999
380,Italy,5,49,1100,Europe,Meteorological,1990-1999
388,Jamaica,2,4,800,North America,Meteorological,1990-1999
392,Japan,25,351,420370,Asia,Meteorological,1990-1999
400,Jordan,2,17,0,Asia,Meteorological,1990-1999
398,Kazakhstan,2,112,600000,Asia,Meteorological,1990-1999
296,Kiribati,,,,Oceania,Meteorological,1990-1999
417,Kyrgyzstan,,,,Asia,Meteorological,1990-1999
418,Laos,4,56,1307312,Asia,Meteorological,1990-1999
428,Latvia,1,6,0,Europe,Meteorological,1990-1999
422,Lebanon,1,25,104075,Asia,Meteorological,1990-1999
426,Lesotho,2,0,250,Africa,Meteorological,1990-1999
430,Liberia,2,0,1002000,Africa,Meteorological,1990-1999
440,Lithuania,3,40,780000,Europe,Meteorological,1990-1999
442,Luxembourg,7,0,0,Europe,Meteorological,1990-1999
446,Macao,4,0,3986,Asia,Meteorological,1990-1999
450,Madagascar,7,431,1490051,Africa,Meteorological,1990-1999
454,Malawi,,,,Africa,Meteorological,1990-1999
458,Malaysia,2,272,6291,Asia,Meteorological,1990-1999
462,Maldives,1,0,23849,Asia,Meteorological,1990-1999
584,Marshall Islands,1,0,6000,Oceania,Meteorological,1990-1999
474,Martinique,5,10,5110,North America,Meteorological,1990-1999
478,Mauritania,2,5,477,Africa,Meteorological,1990-1999
480,Mauritius,4,5,10800,Africa,Meteorological,1990-1999
484,Mexico,33,1700,1013845,North America,Meteorological,1990-1999
583,Micronesia,,,,Oceania,Meteorological,1990-1999
498,Moldova,1,3,25580,Europe,Meteorological,1990-1999
496,Mongolia,3,49,100000,Asia,Meteorological,1990-1999
499,Montenegro,,,,Europe,Meteorological,1990-1999
500,Montserrat,2,0,0,North America,Meteorological,1990-1999
504,Morocco,1,14,0,Africa,Meteorological,1990-1999
508,Mozambique,3,251,2702000,Africa,Meteorological,1990-1999
104,Myanmar,1,17,64970,Asia,Meteorological,1990-1999
524,Nepal,2,26,184,Asia,Meteorological,1990-1999
528,Netherlands,10,23,250100,Europe,Meteorological,1990-1999
540,New Caledonia,1,0,0,Oceania,Meteorological,1990-1999
554,New Zealand,4,4,2140,Oceania,Meteorological,1990-1999
558,Nicaragua,5,3451,1017037,North America,Meteorological,1990-1999
562,Niger,,,,Africa,Meteorological,1990-1999
566,Nigeria,2,118,0,Africa,Meteorological,1990-1999
570,Niue,1,0,200,Oceania,Meteorological,1990-1999
408,North Korea,2,6,2500,Asia,Meteorological,1990-1999
807,North Macedonia,,,,Europe,Meteorological,1990-1999
580,Northern Mariana Islands,,,,Oceania,Meteorological,1990-1999
578,Norway,4,0,0,Europe,Meteorological,1990-1999
512,Oman,,,,Asia,Meteorological,1990-1999
586,Pakistan,13,1640,536621,Asia,Meteorological,1990-1999
585,Palau,,,,Oceania,Meteorological,1990-1999
275,Palestine,,,,Asia,Meteorological,1990-1999
591,Panama,2,15,7550,North America,Meteorological,1990-1999
598,Papua New Guinea,2,47,47540,Oceania,Meteorological,1990-1999
600,Paraguay,1,33,77,South America,Meteorological,1990-1999
604,Peru,2,543,580730,South America,Meteorological,1990-1999
608,Philippines,56,9717,26901785,Asia,Meteorological,1990-1999
616,Poland,6,272,0,Europe,Meteorological,1990-1999
620,Portugal,1,29,200,Europe,Meteorological,1990-1999
630,Puerto Rico,5,20,155315,North America,Meteorological,1990-1999
638,Réunion,1,14,0,Africa,Meteorological,1990-1999
642,Romania,8,111,7566,Europe,Meteorological,1990-1999
643,Russia,15,741,728659,Europe,Meteorological,1990-1999
646,Rwanda,,,,Africa,Meteorological,1990-1999
652,Saint Barthélemy,,,,North America,Meteorological,1990-1999
654,Saint Helena,,,,Africa,Meteorological,1990-1999
659,Saint Kitts and Nevis,4,5,12980,North America,Meteorological,1990-1999
662,Saint Lucia,2,4,950,North America,Meteorological,1990-1999
663,Saint Martin,,,,North America,Meteorological,1990-1999
670,Saint Vincent and the Grenadines,1,0,100,North America,Meteorological,1990-1999
882,Samoa,2,21,283000,Oceania,Meteorological,1990-1999
682,Saudi Arabia,,,,Asia,Meteorological,1990-1999
686,Senegal,2,187,95853,Africa,Meteorological,1990-1999
688,Serbia,,,,Europe,Meteorological,1990-1999
690,Seychelles,,,,Africa,Meteorological,1990-1999
694,Sierra Leone,1,13,3,Africa,Meteorological,1990-1999
534,Sint Maarten,,,,North America,Meteorological,1990-1999
703,Slovakia,,,,Europe,Meteorological,1990-1999
705,Slovenia,,,,Europe,Meteorological,1990-1999
90,Solomon Islands,2,4,88500,Oceania,Meteorological,1990-1999
706,Somalia,1,30,0,Africa,Meteorological,1990-1999
710,South Africa,7,85,20940,Africa,Meteorological,1990-1999
410,South Korea,12,376,39954,Asia,Meteorological,1990-1999
724,Spain,8,78,420,Europe,Meteorological,1990-1999
144,Sri Lanka,,,,Asia,Meteorological,1990-1999
729,Sudan,,,,Africa,Meteorological,1990-1999
752,Sweden,3,3,0,Europe,Meteorological,1990-1999
756,Switzerland,10,19,0,Europe,Meteorological,1990-1999
760,Syria,,,,Asia,Meteorological,1990-1999
762,Tajikistan,1,0,1500,Asia,Meteorological,1990-1999
834,Tanzania,1,4,2500,Africa,Meteorological,1990-1999
764,Thailand,15,337,2903380,Asia,Meteorological,1990-1999
626,Timor-Leste,,,,Asia,Meteorological,1990-1999
772,Tokelau,1,0,102,Oceania,Meteorological,1990-1999
776,Tonga,4,1,9674,Oceania,Meteorological,1990-1999
780,Trinidad and Tobago,2,0,1000,North America,Meteorological,1990-1999
792,Turkey,3,31,8003,Europe,Meteorological,1990-1999
796,Turks and Caicos,1,0,0,North America,Meteorological,1990-1999
798,Tuvalu,2,0,850,Oceania,Meteorological,1990-1999
800,Uganda,,,,Africa,Meteorological,1990-1999
826,UK,17,205,265200,Europe,Meteorological,1990-1999
804,Ukraine,2,11,1000,Europe,Meteorological,1990-1999
784,United Arab Emirates,,,,Asia,Meteorological,1990-1999
850,United States Virgin Islands,4,10,10000,North America,Meteorological,1990-1999
858,Uruguay,3,2,3500,South America,Meteorological,1990-1999
840,USA,173,3005,3638747,North America,Meteorological,1990-1999
548,Vanuatu,5,38,15565,Oceania,Meteorological,1990-1999
862,Venezuela,1,100,5900,South America,Meteorological,1990-1999
704,Vietnam,25,5541,5405384,Asia,Meteorological,1990-1999
876,Wallis and Futuna,,,,Oceania,Meteorological,1990-1999
887,Yemen,,,,Asia,Meteorological,1990-1999
716,Zimbabwe,,,,Africa,Meteorological,1990-1999
254,French Guiana,,,,South America,Meteorological,1990-1999
740,Suriname,,,,South America,Meteorological,1990-1999
4,Afghanistan,3,37,4760000,Asia,Climatological,2000-2009
8,Albania,1,0,75,Europe,Climatological,2000-2009
12,Algeria,1,8,0,Africa,Climatological,2000-2009
24,Angola,2,58,25000,Africa,Climatological,2000-2009
660,Anguilla,,,,North America,Climatological,2000-2009
28,Antigua and Barbuda,,,,North America,Climatological,2000-2009
32,Argentina,4,8,0,South America,Climatological,2000-2009
51,Armenia,1,0,297000,Asia,Climatological,2000-2009
36,Australia,12,202,17809,Oceania,Climatological,2000-2009
40,Austria,,,,Europe,Climatological,2000-2009
31,Azerbaijan,1,0,0,Asia,Climatological,2000-2009
50,Bangladesh,1,0,0,Asia,Climatological,2000-2009
52,Barbados,,,,North America,Climatological,2000-2009
112,Belarus,,,,Europe,Climatological,2000-2009
56,Belgium,,,,Europe,Climatological,2000-2009
204,Benin,,,,Africa,Climatological,2000-2009
64,Bhutan,,,,Asia,Climatological,2000-2009
68,Bolivia,5,0,105500,South America,Climatological,2000-2009
70,Bosnia and Herzegovina,2,0,62575,Europe,Climatological,2000-2009
72,Botswana,,,,Africa,Climatological,2000-2009
76,Brazil,5,0,2000000,South America,Climatological,2000-2009
96,Brunei,,,,Asia,Climatological,2000-2009
100,Bulgaria,5,10,176,Europe,Climatological,2000-2009
854,Burkina Faso,1,0,0,Africa,Climatological,2000-2009
108,Burundi,4,120,2412500,Africa,Climatological,2000-2009
132,Cabo Verde,1,0,30000,Africa,Climatological,2000-2009
116,Cambodia,3,0,1550000,Asia,Climatological,2000-2009
120,Cameroon,2,0,0,Africa,Climatological,2000-2009
124,Canada,5,1,1800,North America,Climatological,2000-2009
140,Central African Republic,1,1,750,Africa,Climatological,2000-2009
148,Chad,2,0,3200000,Africa,Climatological,2000-2009
152,Chile,2,0,285,South America,Climatological,2000-2009
156,China,17,134,241524300,Asia,Climatological,2000-2009
170,Colombia,1,0,0,South America,Climatological,2000-2009
174,Comoros,,,,Africa,Climatological,2000-2009
188,Costa Rica,,,,North America,Climatological,2000-2009
384,Côte d’Ivoire,,,,Africa,Climatological,2000-2009
191,Croatia,5,13,26,Europe,Climatological,2000-2009
192,Cuba,2,0,0,North America,Climatological,2000-2009
196,Cyprus,2,0,0,Asia,Climatological,2000-2009
203,Czech Republic,,,,Europe,Climatological,2000-2009
180,Democratic Republic of the Congo,1,0,125,Africa,Climatological,2000-2009
208,Denmark,,,,Europe,Climatological,2000-2009
262,Djibouti,4,0,632750,Africa,Climatological,2000-2009
214,Dominican Republic,1,0,0,North America,Climatological,2000-2009
218,Ecuador,1,0,107500,South America,Climatological,2000-2009
818,Egypt,,,,Africa,Climatological,2000-2009
222,El Salvador,2,0,400000,North America,Climatological,2000-2009
232,Eritrea,1,0,1700000,Africa,Climatological,2000-2009
748,Eswatini,3,2,1381500,Africa,Climatological,2000-2009
231,Ethiopia,5,0,27800005,Africa,Climatological,2000-2009
242,Fiji,,,,Oceania,Climatological,2000-2009
246,Finland,,,,Europe,Climatological,2000-2009
250,France,3,7,3004,Europe,Climatological,2000-2009
254,French Guiana,,,,South America,Climatological,2000-2009
266,Gabon,,,,Africa,Climatological,2000-2009
270,Gambia,1,0,0,Africa,Climatological,2000-2009
268,Georgia,1,0,696000,Asia,Climatological,2000-2009
276,Germany,,,,Europe,Climatological,2000-2009
288,Ghana,,,,Africa,Climatological,2000-2009
300,Greece,6,77,6545,Europe,Climatological,2000-2009
308,Grenada,,,,North America,Climatological,2000-2009
320,Guatemala,3,41,2613596,North America,Climatological,2000-2009
324,Guinea,1,0,777,Africa,Climatological,2000-2009
624,Guinea-Bissau,2,0,132000,Africa,Climatological,2000-2009
328,Guyana,,,,South America,Climatological,2000-2009
332,Haiti,1,0,35000,North America,Climatological,2000-2009
340,Honduras,6,0,460625,North America,Climatological,2000-2009
344,Hong Kong,,,,Asia,Climatological,2000-2009
348,Hungary,1,0,0,Europe,Climatological,2000-2009
352,Iceland,,,,Europe,Climatological,2000-2009
356,India,3,20,350000000,Asia,Climatological,2000-2009
360,Indonesia,5,0,15400,Asia,Climatological,2000-2009
364,Iran,1,0,0,Asia,Climatological,2000-2009
368,Iraq,,,,Asia,Climatological,2000-2009
372,Ireland,,,,Europe,Climatological,2000-2009
376,Israel,,,,Asia,Climatological,2000-2009
380,Italy,3,13,0,Europe,Climatological,2000-2009
388,Jamaica,1,0,0,North America,Climatological,2000-2009
392,Japan,1,0,222,Asia,Climatological,2000-2009
400,Jordan,1,0,150000,Asia,Climatological,2000-2009
398,Kazakhstan,,,,Asia,Climatological,2000-2009
404,Kenya,3,111,9600000,Africa,Climatological,2000-2009
296,Kiribati,,,,Oceania,Climatological,2000-2009
417,Kyrgyzstan,1,0,2000000,Asia,Climatological,2000-2009
418,Laos,,,,Asia,Climatological,2000-2009
428,Latvia,,,,Europe,Climatological,2000-2009
422,Lebanon,1,1,15,Asia,Climatological,2000-2009
426,Lesotho,2,0,975000,Africa,Climatological,2000-2009
430,Liberia,,,,Africa,Climatological,2000-2009
440,Lithuania,1,0,0,Europe,Climatological,2000-2009
450,Madagascar,4,0,1565290,Africa,Climatological,2000-2009
454,Malawi,3,500,8449435,Africa,Climatological,2000-2009
458,Malaysia,1,0,0,Asia,Climatological,2000-2009
466,Mali,3,0,1025000,Africa,Climatological,2000-2009
584,Marshall Islands,,,,Oceania,Climatological,2000-2009
478,Mauritania,1,0,1000000,Africa,Climatological,2000-2009
480,Mauritius,,,,Africa,Climatological,2000-2009
484,Mexico,2,0,0,North America,Climatological,2000-2009
583,Micronesia,,,,Oceania,Climatological,2000-2009
498,Moldova,2,2,210394,Europe,Climatological,2000-2009
496,Mongolia,1,0,450000,Asia,Climatological,2000-2009
499,Montenegro,,,,Europe,Climatological,2000-2009
504,Morocco,,,,Africa,Climatological,2000-2009
508,Mozambique,7,67,3242523,Africa,Climatological,2000-2009
104,Myanmar,,,,Asia,Climatological,2000-2009
516,Namibia,2,0,345000,Africa,Climatological,2000-2009
524,Nepal,2,0,503000,Asia,Climatological,2000-2009
554,New Zealand,,,,Oceania,Climatological,2000-2009
558,Nicaragua,3,0,204000,North America,Climatological,2000-2009
562,Niger,3,0,14484558,Africa,Climatological,2000-2009
566,Nigeria,,,,Africa,Climatological,2000-2009
408,North Korea,,,,Asia,Climatological,2000-2009
807,North Macedonia,2,1,1000000,Europe,Climatological,2000-2009
578,Norway,,,,Europe,Climatological,2000-2009
512,Oman,,,,Asia,Climatological,2000-2009
586,Pakistan,,,,Asia,Climatological,2000-2009
591,Panama,1,0,1436,North America,Climatological,2000-2009
598,Papua New Guinea,,,,Oceania,Climatological,2000-2009
600,Paraguay,4,12,395990,South America,Climatological,2000-2009
604,Peru,3,0,21500,South America,Climatological,2000-2009
608,Philippines,2,0,0,Asia,Climatological,2000-2009
616,Poland,,,,Europe,Climatological,2000-2009
620,Portugal,5,31,150136,Europe,Climatological,2000-2009
630,Puerto Rico,,,,North America,Climatological,2000-2009
178,Republic of the Congo,,,,Africa,Climatological,2000-2009
642,Romania,1,0,0,Europe,Climatological,2000-2009
643,Russia,13,9,1001120,Europe,Climatological,2000-2009
646,Rwanda,1,0,1000000,Africa,Climatological,2000-2009
662,Saint Lucia,,,,North America,Climatological,2000-2009
670,Saint Vincent and the Grenadines,,,,North America,Climatological,2000-2009
882,Samoa,,,,Oceania,Climatological,2000-2009
678,Sao Tome and Principe,,,,Africa,Climatological,2000-2009
682,Saudi Arabia,,,,Asia,Climatological,2000-2009
686,Senegal,1,0,284000,Africa,Climatological,2000-2009
694,Sierra Leone,,,,Africa,Climatological,2000-2009
703,Slovakia,1,6,0,Europe,Climatological,2000-2009
705,Slovenia,,,,Europe,Climatological,2000-2009
90,Solomon Islands,,,,Oceania,Climatological,2000-2009
706,Somalia,4,23,4700000,Africa,Climatological,2000-2009
710,South Africa,7,94,15004375,Africa,Climatological,2000-2009
410,South Korea,4,2,5150,Asia,Climatological,2000-2009
728,South Sudan,1,0,4300000,Africa,Climatological,2000-2009
724,Spain,6,29,1301,Europe,Climatological,2000-2009
144,Sri Lanka,1,0,1000000,Asia,Climatological,2000-2009
729,Sudan,1,0,2000000,Africa,Climatological,2000-2009
740,Suriname,,,,South America,Climatological,2000-2009
752,Sweden,,,,Europe,Climatological,2000-2009
756,Switzerland,,,,Europe,Climatological,2000-2009
760,Syria,1,0,1300000,Asia,Climatological,2000-2009
762,Tajikistan,2,0,3800000,Asia,Climatological,2000-2009
834,Tanzania,3,0,5854000,Africa,Climatological,2000-2009
764,Thailand,4,0,15000000,Asia,Climatological,2000-2009
626,Timor-Leste,1,0,0,Asia,Climatological,2000-2009
768,Togo,,,,Africa,Climatological,2000-2009
776,Tonga,,,,Oceania,Climatological,2000-2009
780,Trinidad and Tobago,,,,North America,Climatological,2000-2009
788,Tunisia,,,,Africa,Climatological,2000-2009
792,Turkey,3,2,650,Europe,Climatological,2000-2009
798,Tuvalu,,,,Oceania,Climatological,2000-2009
800,Uganda,3,79,2355000,Africa,Climatological,2000-2009
826,UK,,,,Europe,Climatological,2000-2009
804,Ukraine,,,,Europe,Climatological,2000-2009
784,United Arab Emirates,,,,Asia,Climatological,2000-2009
858,Uruguay,,,,South America,Climatological,2000-2009
840,USA,39,55,794556,North America,Climatological,2000-2009
860,Uzbekistan,1,0,600000,Asia,Climatological,2000-2009
862,Venezuela,1,0,0,South America,Climatological,2000-2009
704,Vietnam,3,0,1710000,Asia,Climatological,2000-2009
887,Yemen,,,,Asia,Climatological,2000-2009
894,Zambia,1,0,1200000,Africa,Climatological,2000-2009
716,Zimbabwe,2,0,8100000,Africa,Climatological,2000-2009
4,Afghanistan,11,1236,107947,Asia,Geophysical,2000-2009
8,Albania,1,0,150,Europe,Geophysical,2000-2009
12,Algeria,5,2279,211095,Africa,Geophysical,2000-2009
16,American Samoa,1,34,2500,Oceania,Geophysical,2000-2009
32,Argentina,2,0,727,South America,Geophysical,2000-2009
51,Armenia,,,,Asia,Geophysical,2000-2009
36,Australia,,,,Oceania,Geophysical,2000-2009
40,Austria,,,,Europe,Geophysical,2000-2009
31,Azerbaijan,1,31,3294,Asia,Geophysical,2000-2009
50,Bangladesh,3,4,3525,Asia,Geophysical,2000-2009
52,Barbados,1,0,1,North America,Geophysical,2000-2009
112,Belarus,,,,Europe,Geophysical,2000-2009
56,Belgium,,,,Europe,Geophysical,2000-2009
64,Bhutan,1,11,12,Asia,Geophysical,2000-2009
68,Bolivia,,,,South America,Geophysical,2000-2009
76,Brazil,1,1,286,South America,Geophysical,2000-2009
100,Bulgaria,1,0,527,Europe,Geophysical,2000-2009
108,Burundi,1,3,120,Africa,Geophysical,2000-2009
132,Cabo Verde,,,,Africa,Geophysical,2000-2009
120,Cameroon,,,,Africa,Geophysical,2000-2009
152,Chile,4,23,60800,South America,Geophysical,2000-2009
156,China,48,88002,54743850,Asia,Geophysical,2000-2009
170,Colombia,13,42,53255,South America,Geophysical,2000-2009
174,Comoros,3,1,284000,Africa,Geophysical,2000-2009
188,Costa Rica,3,41,129033,North America,Geophysical,2000-2009
191,Croatia,,,,Europe,Geophysical,2000-2009
192,Cuba,,,,North America,Geophysical,2000-2009
196,Cyprus,,,,Asia,Geophysical,2000-2009
203,Czech Republic,,,,Europe,Geophysical,2000-2009
180,Democratic Republic of the Congo,4,217,129260,Africa,Geophysical,2000-2009
212,Dominica,1,0,100,North America,Geophysical,2000-2009
214,Dominican Republic,1,3,2015,North America,Geophysical,2000-2009
218,Ecuador,7,65,497683,South America,Geophysical,2000-2009
818,Egypt,2,98,947,Africa,Geophysical,2000-2009
222,El Salvador,5,1162,1609771,North America,Geophysical,2000-2009
231,Ethiopia,2,5,11000,Africa,Geophysical,2000-2009
242,Fiji,,,,Oceania,Geophysical,2000-2009
246,Finland,,,,Europe,Geophysical,2000-2009
250,France,,,,Europe,Geophysical,2000-2009
254,French Guiana,,,,South America,Geophysical,2000-2009
266,Gabon,,,,Africa,Geophysical,2000-2009
268,Georgia,2,6,26462,Asia,Geophysical,2000-2009
276,Germany,1,0,150,Europe,Geophysical,2000-2009
300,Greece,5,2,4825,Europe,Geophysical,2000-2009
312,Guadeloupe,1,1,153,North America,Geophysical,2000-2009
316,Guam,,,,Oceania,Geophysical,2000-2009
320,Guatemala,4,42,3980,North America,Geophysical,2000-2009
332,Haiti,,,,North America,Geophysical,2000-2009
340,Honduras,2,7,52019,North America,Geophysical,2000-2009
348,Hungary,,,,Europe,Geophysical,2000-2009
352,Iceland,2,0,199,Europe,Geophysical,2000-2009
356,India,4,37705,7133146,Asia,Geophysical,2000-2009
360,Indonesia,49,174923,7892106,Asia,Geophysical,2000-2009
364,Iran,24,27757,755084,Asia,Geophysical,2000-2009
368,Iraq,,,,Asia,Geophysical,2000-2009
372,Ireland,,,,Europe,Geophysical,2000-2009
380,Italy,6,327,65774,Europe,Geophysical,2000-2009
392,Japan,17,81,204238,Asia,Geophysical,2000-2009
398,Kazakhstan,1,3,36626,Asia,Geophysical,2000-2009
404,Kenya,1,1,0,Africa,Geophysical,2000-2009
417,Kyrgyzstan,3,74,16247,Asia,Geophysical,2000-2009
454,Malawi,2,4,20736,Africa,Geophysical,2000-2009
458,Malaysia,1,80,5063,Asia,Geophysical,2000-2009
462,Maldives,1,102,27214,Asia,Geophysical,2000-2009
474,Martinique,1,1,100,North America,Geophysical,2000-2009
484,Mexico,4,29,219904,North America,Geophysical,2000-2009
500,Montserrat,1,0,200,North America,Geophysical,2000-2009
504,Morocco,1,628,13465,Africa,Geophysical,2000-2009
508,Mozambique,1,4,1476,Africa,Geophysical,2000-2009
104,Myanmar,1,71,15700,Asia,Geophysical,2000-2009
524,Nepal,,,,Asia,Geophysical,2000-2009
528,Netherlands,,,,Europe,Geophysical,2000-2009
554,New Zealand,,,,Oceania,Geophysical,2000-2009
558,Nicaragua,1,7,7477,North America,Geophysical,2000-2009
807,North Macedonia,,,,Europe,Geophysical,2000-2009
580,Northern Mariana Islands,1,0,0,Oceania,Geophysical,2000-2009
578,Norway,,,,Europe,Geophysical,2000-2009
512,Oman,,,,Asia,Geophysical,2000-2009
586,Pakistan,7,73579,6286916,Asia,Geophysical,2000-2009
591,Panama,2,2,1415,North America,Geophysical,2000-2009
598,Papua New Guinea,11,18,51770,Oceania,Geophysical,2000-2009
604,Peru,7,749,1017934,South America,Geophysical,2000-2009
608,Philippines,9,26,330512,Asia,Geophysical,2000-2009
642,Romania,,,,Europe,Geophysical,2000-2009
643,Russia,6,18,45838,Europe,Geophysical,2000-2009
646,Rwanda,2,81,2286,Africa,Geophysical,2000-2009
662,Saint Lucia,1,0,0,North America,Geophysical,2000-2009
882,Samoa,1,148,5584,Oceania,Geophysical,2000-2009
682,Saudi Arabia,,,,Asia,Geophysical,2000-2009
688,Serbia,,,,Europe,Geophysical,2000-2009
690,Seychelles,1,3,4830,Africa,Geophysical,2000-2009
705,Slovenia,1,1,605,Europe,Geophysical,2000-2009
90,Solomon Islands,1,52,2384,Oceania,Geophysical,2000-2009
706,Somalia,1,298,105083,Africa,Geophysical,2000-2009
710,South Africa,1,2,58,Africa,Geophysical,2000-2009
410,South Korea,,,,Asia,Geophysical,2000-2009
724,Spain,,,,Europe,Geophysical,2000-2009
144,Sri Lanka,1,35399,1019306,Asia,Geophysical,2000-2009
729,Sudan,,,,Africa,Geophysical,2000-2009
740,Suriname,,,,South America,Geophysical,2000-2009
756,Switzerland,,,,Europe,Geophysical,2000-2009
762,Tajikistan,6,17,30160,Asia,Geophysical,2000-2009
834,Tanzania,5,15,8491,Africa,Geophysical,2000-2009
764,Thailand,1,8345,67007,Asia,Geophysical,2000-2009
626,Timor-Leste,,,,Asia,Geophysical,2000-2009
776,Tonga,1,9,507,Oceania,Geophysical,2000-2009
780,Trinidad and Tobago,,,,North America,Geophysical,2000-2009
792,Turkey,15,252,607910,Europe,Geophysical,2000-2009
795,Turkmenistan,1,11,0,Asia,Geophysical,2000-2009
800,Uganda,,,,Africa,Geophysical,2000-2009
826,UK,1,0,4501,Europe,Geophysical,2000-2009
784,United Arab Emirates,,,,Asia,Geophysical,2000-2009
840,USA,5,3,31366,North America,Geophysical,2000-2009
860,Uzbekistan,,,,Asia,Geophysical,2000-2009
548,Vanuatu,7,0,19903,Oceania,Geophysical,2000-2009
862,Venezuela,,,,South America,Geophysical,2000-2009
876,Wallis and Futuna,,,,Oceania,Geophysical,2000-2009
887,Yemen,1,6,15,Asia,Geophysical,2000-2009
887,Yemen,,,,Asia,Geophysical,2000-2009
4,Afghanistan,45,1218,459474,Asia,Hydrological,2000-2009
8,Albania,4,4,76484,Europe,Hydrological,2000-2009
12,Algeria,25,1312,200271,Africa,Hydrological,2000-2009
16,American Samoa,1,6,3,Oceania,Hydrological,2000-2009
24,Angola,21,341,816159,Africa,Hydrological,2000-2009
