CountryID,Country,Occurrence,Total deaths,Persons affected,Continent,Type of disaster,Decade
32,Argentina,20,77,749075,South America,Hydrological,2000-2009
51,Armenia,1,1,0,Asia,Hydrological,2000-2009
36,Australia,21,34,35391,Oceania,Hydrological,2000-2009
40,Austria,7,27,61416,Europe,Hydrological,2000-2009
31,Azerbaijan,3,11,36500,Asia,Hydrological,2000-2009
44,Bahamas,,,,North America,Hydrological,2000-2009
50,Bangladesh,23,2417,58649803,Asia,Hydrological,2000-2009
112,Belarus,,,,Europe,Hydrological,2000-2009
56,Belgium,6,2,2610,Europe,Hydrological,2000-2009
84,Belize,1,1,38000,North America,Hydrological,2000-2009
204,Benin,4,35,288776,Africa,Hydrological,2000-2009
64,Bhutan,2,200,1000,Asia,Hydrological,2000-2009
68,Bolivia,13,430,1442031,South America,Hydrological,2000-2009
70,Bosnia and Herzegovina,7,6,294233,Europe,Hydrological,2000-2009
72,Botswana,4,3,148392,Africa,Hydrological,2000-2009
76,Brazil,39,1087,4441672,South America,Hydrological,2000-2009
100,Bulgaria,11,52,13270,Europe,Hydrological,2000-2009
854,Burkina Faso,8,67,315143,Africa,Hydrological,2000-2009
108,Burundi,16,36,75281,Africa,Hydrological,2000-2009
132,Cabo Verde,1,3,150,Africa,Hydrological,2000-2009
116,Cambodia,8,455,6644235,Asia,Hydrological,2000-2009
120,Cameroon,6,72,37396,Africa,Hydrological,2000-2009
124,Canada,18,9,16070,North America,Hydrological,2000-2009
140,Central African Republic,6,6,56350,Africa,Hydrological,2000-2009
148,Chad,8,173,376128,Africa,Hydrological,2000-2009
152,Chile,14,74,675833,South America,Hydrological,2000-2009
156,China,126,6740,528315707,Asia,Hydrological,2000-2009
170,Colombia,32,1287,5510358,South America,Hydrological,2000-2009
174,Comoros,1,2,2500,Africa,Hydrological,2000-2009
188,Costa Rica,14,51,284229,North America,Hydrological,2000-2009
384,Côte d’Ivoire,3,33,12456,Africa,Hydrological,2000-2009
191,Croatia,4,0,2050,Europe,Hydrological,2000-2009
192,Cuba,6,4,75775,North America,Hydrological,2000-2009
203,Czech Republic,6,38,218765,Europe,Hydrological,2000-2009
180,Democratic Republic of the Congo,12,151,37119,Africa,Hydrological,2000-2009
262,Djibouti,1,51,100000,Africa,Hydrological,2000-2009
214,Dominican Republic,9,723,113060,North America,Hydrological,2000-2009
218,Ecuador,11,227,431084,South America,Hydrological,2000-2009
818,Egypt,2,18,870,Africa,Hydrological,2000-2009
222,El Salvador,8,83,7332,North America,Hydrological,2000-2009
232,Eritrea,2,0,7013,Africa,Hydrological,2000-2009
748,Eswatini,2,0,274500,Africa,Hydrological,2000-2009
231,Ethiopia,24,1443,1222055,Africa,Hydrological,2000-2009
242,Fiji,7,26,12280,Oceania,Hydrological,2000-2009
246,Finland,1,0,400,Europe,Hydrological,2000-2009
250,France,18,44,53674,Europe,Hydrological,2000-2009
254,French Guiana,1,10,5,South America,Hydrological,2000-2009
258,French Polynesia,,,,Oceania,Hydrological,2000-2009
266,Gabon,,,,Africa,Hydrological,2000-2009
270,Gambia,4,6,15208,Africa,Hydrological,2000-2009
268,Georgia,4,1,3190,Asia,Hydrological,2000-2009
276,Germany,6,29,331558,Europe,Hydrological,2000-2009
288,Ghana,7,112,696370,Africa,Hydrological,2000-2009
300,Greece,14,15,12180,Europe,Hydrological,2000-2009
320,Guatemala,14,264,315151,North America,Hydrological,2000-2009
324,Guinea,5,11,286085,Africa,Hydrological,2000-2009
624,Guinea-Bissau,3,3,1750,Africa,Hydrological,2000-2009
328,Guyana,3,34,409774,South America,Hydrological,2000-2009
332,Haiti,20,2910,394743,North America,Hydrological,2000-2009
340,Honduras,10,106,336951,North America,Hydrological,2000-2009
344,Hong Kong,1,0,0,Asia,Hydrological,2000-2009
348,Hungary,7,1,45823,Europe,Hydrological,2000-2009
352,Iceland,,,,Europe,Hydrological,2000-2009
356,India,109,14330,247420727,Asia,Hydrological,2000-2009
360,Indonesia,86,3816,3729137,Asia,Hydrological,2000-2009
364,Iran,22,764,1424891,Asia,Hydrological,2000-2009
368,Iraq,5,26,71510,Asia,Hydrological,2000-2009
372,Ireland,2,0,300,Europe,Hydrological,2000-2009
376,Israel,,,,Asia,Hydrological,2000-2009
380,Italy,16,101,62991,Europe,Hydrological,2000-2009
388,Jamaica,2,10,30000,North America,Hydrological,2000-2009
392,Japan,12,157,460994,Asia,Hydrological,2000-2009
400,Jordan,,,,Asia,Hydrological,2000-2009
398,Kazakhstan,5,49,44168,Asia,Hydrological,2000-2009
404,Kenya,30,597,1308123,Africa,Hydrological,2000-2009
296,Kiribati,1,0,85,Oceania,Hydrological,2000-2009
414,Kuwait,,,,Asia,Hydrological,2000-2009
417,Kyrgyzstan,7,90,4206,Asia,Hydrological,2000-2009
418,Laos,5,33,1257190,Asia,Hydrological,2000-2009
422,Lebanon,1,0,17000,Asia,Hydrological,2000-2009
426,Lesotho,,,,Africa,Hydrological,2000-2009
430,Liberia,3,3,17924,Africa,Hydrological,2000-2009
434,Libya,,,,Africa,Hydrological,2000-2009
440,Lithuania,1,0,0,Europe,Hydrological,2000-2009
442,Luxembourg,,,,Europe,Hydrological,2000-2009
450,Madagascar,4,52,115987,Africa,Hydrological,2000-2009
454,Malawi,15,91,1223435,Africa,Hydrological,2000-2009
458,Malaysia,24,122,413564,Asia,Hydrological,2000-2009
462,Maldives,1,0,1649,Asia,Hydrological,2000-2009
466,Mali,11,63,150643,Africa,Hydrological,2000-2009
584,Marshall Islands,1,0,600,Oceania,Hydrological,2000-2009
478,Mauritania,9,45,133739,Africa,Hydrological,2000-2009
480,Mauritius,,,,Africa,Hydrological,2000-2009
484,Mexico,28,413,1896324,North America,Hydrological,2000-2009
583,Micronesia,1,0,0,Oceania,Hydrological,2000-2009
498,Moldova,3,4,11000,Europe,Hydrological,2000-2009
496,Mongolia,2,41,16650,Asia,Hydrological,2000-2009
499,Montenegro,2,0,1536,Europe,Hydrological,2000-2009
504,Morocco,12,221,57887,Africa,Hydrological,2000-2009
508,Mozambique,15,1012,6225126,Africa,Hydrological,2000-2009
104,Myanmar,9,143,231781,Asia,Hydrological,2000-2009
516,Namibia,9,148,474300,Africa,Hydrological,2000-2009
524,Nepal,17,1866,2456318,Asia,Hydrological,2000-2009
528,Netherlands,,,,Europe,Hydrological,2000-2009
554,New Zealand,6,4,7250,Oceania,Hydrological,2000-2009
558,Nicaragua,8,56,69888,North America,Hydrological,2000-2009
562,Niger,7,34,269034,Africa,Hydrological,2000-2009
566,Nigeria,28,568,557821,Africa,Hydrological,2000-2009
408,North Korea,9,1229,1724372,Asia,Hydrological,2000-2009
807,North Macedonia,6,2,109900,Europe,Hydrological,2000-2009
578,Norway,2,0,2100,Europe,Hydrological,2000-2009
512,Oman,,,,Asia,Hydrological,2000-2009
586,Pakistan,41,2504,9574172,Asia,Hydrological,2000-2009
275,Palestine,1,0,0,Asia,Hydrological,2000-2009
591,Panama,15,66,93667,North America,Hydrological,2000-2009
598,Papua New Guinea,12,85,111288,Oceania,Hydrological,2000-2009
600,Paraguay,2,0,14800,South America,Hydrological,2000-2009
604,Peru,21,484,901090,South America,Hydrological,2000-2009
608,Philippines,51,2216,4376698,Asia,Hydrological,2000-2009
616,Poland,5,30,19850,Europe,Hydrological,2000-2009
620,Portugal,5,9,646,Europe,Hydrological,2000-2009
630,Puerto Rico,3,4,11885,North America,Hydrological,2000-2009
634,Qatar,,,,Asia,Hydrological,2000-2009
178,Republic of the Congo,4,7,85000,Africa,Hydrological,2000-2009
642,Romania,30,196,212081,Europe,Hydrological,2000-2009
643,Russia,32,497,874812,Europe,Hydrological,2000-2009
646,Rwanda,8,135,47862,Africa,Hydrological,2000-2009
662,Saint Lucia,,,,North America,Hydrological,2000-2009
670,Saint Vincent and the Grenadines,,,,North America,Hydrological,2000-2009
882,Samoa,1,0,0,Oceania,Hydrological,2000-2009
682,Saudi Arabia,7,260,23547,Asia,Hydrological,2000-2009
686,Senegal,7,51,529669,Africa,Hydrological,2000-2009
688,Serbia,2,0,15580,Europe,Hydrological,2000-2009
690,Seychelles,,,,Africa,Hydrological,2000-2009
694,Sierra Leone,4,133,20970,Africa,Hydrological,2000-2009
703,Slovakia,6,4,330,Europe,Hydrological,2000-2009
705,Slovenia,1,0,0,Europe,Hydrological,2000-2009
90,Solomon Islands,1,21,7000,Oceania,Hydrological,2000-2009
706,Somalia,19,140,939582,Africa,Hydrological,2000-2009
710,South Africa,14,152,133328,Africa,Hydrological,2000-2009
410,South Korea,11,198,341940,Asia,Hydrological,2000-2009
728,South Sudan,3,17,92791,Africa,Hydrological,2000-2009
724,Spain,8,35,6080,Europe,Hydrological,2000-2009
144,Sri Lanka,17,363,3836067,Asia,Hydrological,2000-2009
729,Sudan,10,225,1526626,Africa,Hydrological,2000-2009
740,Suriname,2,5,31548,South America,Hydrological,2000-2009
756,Switzerland,6,27,7382,Europe,Hydrological,2000-2009
760,Syria,2,86,23,Asia,Hydrological,2000-2009
762,Tajikistan,19,145,467644,Asia,Hydrological,2000-2009
834,Tanzania,12,175,96900,Africa,Hydrological,2000-2009
764,Thailand,34,1006,13064685,Asia,Hydrological,2000-2009
626,Timor-Leste,5,5,4505,Asia,Hydrological,2000-2009
768,Togo,4,47,188145,Africa,Hydrological,2000-2009
780,Trinidad and Tobago,1,2,1200,North America,Hydrological,2000-2009
788,Tunisia,5,45,33508,Africa,Hydrological,2000-2009
792,Turkey,22,247,161567,Europe,Hydrological,2000-2009
795,Turkmenistan,,,,Asia,Hydrological,2000-2009
800,Uganda,14,139,793991,Africa,Hydrological,2000-2009
826,UK,15,26,380838,Europe,Hydrological,2000-2009
804,Ukraine,6,49,538665,Europe,Hydrological,2000-2009
784,United Arab Emirates,,,,Asia,Hydrological,2000-2009
858,Uruguay,7,3,136700,South America,Hydrological,2000-2009
840,USA,57,314,11325487,North America,Hydrological,2000-2009
860,Uzbekistan,1,0,1500,Asia,Hydrological,2000-2009
548,Vanuatu,2,0,3951,Oceania,Hydrological,2000-2009
862,Venezuela,12,160,134462,South America,Hydrological,2000-2009
704,Vietnam,41,2109,10996344,Asia,Hydrological,2000-2009
887,Yemen,16,412,31434,Asia,Hydrological,2000-2009
894,Zambia,,,,Africa,Hydrological,2000-2009
716,Zimbabwe,,,,Africa,Hydrological,2000-2009
4,Afghanistan,7,1996,393340,Asia,Meteorological,2000-2009
8,Albania,4,11,525150,Europe,Meteorological,2000-2009
12,Algeria,4,67,15,Africa,Meteorological,2000-2009
16,American Samoa,2,0,23060,Oceania,Meteorological,2000-2009
660,Anguilla,,,,North America,Meteorological,2000-2009
28,Antigua and Barbuda,   ,0,25800,North America,Meteorological,2000-2009
32,Argentina,13,100,12756,South America,Meteorological,2000-2009
51,Armenia,,,,Asia,Meteorological,2000-2009
36,Australia,27,359,44851,Oceania,Meteorological,2000-2009
40,Austria,10,359,300,Europe,Meteorological,2000-2009
31,Azerbaijan,,,,Asia,Meteorological,2000-2009
44,Bahamas,8,14,20500,North America,Meteorological,2000-2009
50,Bangladesh,49,6923,13486040,Asia,Meteorological,2000-2009
52,Barbados,2,1,2880,North America,Meteorological,2000-2009
112,Belarus,3,5,1820,Europe,Meteorological,2000-2009
56,Belgium,8,2125,2,Europe,Meteorological,2000-2009
84,Belize,7,54,112570,North America,Meteorological,2000-2009
204,Benin,1,0,800,Africa,Meteorological,2000-2009
60,Bermuda,1,4,0,North America,Meteorological,2000-2009
64,Bhutan,1,12,0,Asia,Meteorological,2000-2009
68,Bolivia,5,35,44022,South America,Meteorological,2000-2009
70,Bosnia and Herzegovina,3,5,10000,Europe,Meteorological,2000-2009
72,Botswana,1,0,400,Africa,Meteorological,2000-2009
76,Brazil,7,33,157768,South America,Meteorological,2000-2009
92,British Virgin Islands,,,,North America,Meteorological,2000-2009
100,Bulgaria,7,39,70,Europe,Meteorological,2000-2009
108,Burundi,3,0,17005,Africa,Meteorological,2000-2009
132,Cabo Verde,,,,Africa,Meteorological,2000-2009
116,Cambodia,2,19,178091,Asia,Meteorological,2000-2009
124,Canada,11,32,1373,North America,Meteorological,2000-2009
136,Cayman Islands,7,2,300,North America,Meteorological,2000-2009
140,Central African Republic,3,6,15972,Africa,Meteorological,2000-2009
148,Chad,1,14,145,Africa,Meteorological,2000-2009
152,Chile,6,53,27512,South America,Meteorological,2000-2009
156,China,90,3371,357447810,Asia,Meteorological,2000-2009
170,Colombia,2,5,10774,South America,Meteorological,2000-2009
174,Comoros,1,0,300,Africa,Meteorological,2000-2009
184,Cook Islands,2,0,1352,Oceania,Meteorological,2000-2009
188,Costa Rica,2,5,56074,North America,Meteorological,2000-2009
191,Croatia,4,835,200,Europe,Meteorological,2000-2009
192,Cuba,14,40,9763452,North America,Meteorological,2000-2009
196,Cyprus,4,9,440,Asia,Meteorological,2000-2009
203,Czech Republic,8,443,15,Europe,Meteorological,2000-2009
180,Democratic Republic of the Congo,5,49,103036,Africa,Meteorological,2000-2009
208,Denmark,3,5,0,Europe,Meteorological,2000-2009
262,Djibouti,,,,Africa,Meteorological,2000-2009
212,Dominica,1,2,7530,North America,Meteorological,2000-2009
214,Dominican Republic,12,211,185194,North America,Meteorological,2000-2009
818,Egypt,2,16,147,Africa,Meteorological,2000-2009
222,El Salvador,7,346,165541,North America,Meteorological,2000-2009
232,Eritrea,,,,Africa,Meteorological,2000-2009
233,Estonia,2,3,100,Europe,Meteorological,2000-2009
748,Eswatini,2,1,7685,Africa,Meteorological,2000-2009
242,Fiji,8,44,39082,Oceania,Meteorological,2000-2009
246,Finland,,,,Europe,Meteorological,2000-2009
250,France,24,20961,5358,Europe,Meteorological,2000-2009
258,French Polynesia,,,,Oceania,Meteorological,2000-2009
266,Gabon,1,0,800,Africa,Meteorological,2000-2009
270,Gambia,4,5,16806,Africa,Meteorological,2000-2009
268,Georgia,1,0,900,Asia,Meteorological,2000-2009
276,Germany,22,9468,616,Europe,Meteorological,2000-2009
288,Ghana,,,,Africa,Meteorological,2000-2009
300,Greece,6,48,788,Europe,Meteorological,2000-2009
308,Grenada,1,39,60000,North America,Meteorological,2000-2009
312,Guadeloupe,1,0,0,North America,Meteorological,2000-2009
316,Guam,4,2,15444,Oceania,Meteorological,2000-2009
320,Guatemala,7,1546,489015,North America,Meteorological,2000-2009
324,Guinea,1,4,0,Africa,Meteorological,2000-2009
624,Guinea-Bissau,,,,Africa,Meteorological,2000-2009
332,Haiti,18,3663,726834,North America,Meteorological,2000-2009
340,Honduras,7,75,209690,North America,Meteorological,2000-2009
344,Hong Kong,6,6,4090,Asia,Meteorological,2000-2009
348,Hungary,7,662,800,Europe,Meteorological,2000-2009
352,Iceland,,,,Europe,Meteorological,2000-2009
356,India,45,5927,5931639,Asia,Meteorological,2000-2009
360,Indonesia,2,4,3715,Asia,Meteorological,2000-2009
364,Iran,5,43,201009,Asia,Meteorological,2000-2009
372,Ireland,3,1,200,Europe,Meteorological,2000-2009
376,Israel,2,3,410,Asia,Meteorological,2000-2009
380,Italy,8,20110,200,Europe,Meteorological,2000-2009
388,Jamaica,12,45,399410,North America,Meteorological,2000-2009
392,Japan,37,581,974554,Asia,Meteorological,2000-2009
400,Jordan,3,14,237,Asia,Meteorological,2000-2009
398,Kazakhstan,1,3,12,Asia,Meteorological,2000-2009
296,Kiribati,,,,Oceania,Meteorological,2000-2009
417,Kyrgyzstan,2,15,9075,Asia,Meteorological,2000-2009
418,Laos,1,16,128887,Asia,Meteorological,2000-2009
428,Latvia,5,76,0,Europe,Meteorological,2000-2009
422,Lebanon,1,0,500,Asia,Meteorological,2000-2009
426,Lesotho,3,1,6501,Africa,Meteorological,2000-2009
430,Liberia,1,0,3500,Africa,Meteorological,2000-2009
440,Lithuania,2,20,0,Europe,Meteorological,2000-2009
442,Luxembourg,1,170,0,Europe,Meteorological,2000-2009
446,Macao,,,,Asia,Meteorological,2000-2009
450,Madagascar,22,958,3730465,Africa,Meteorological,2000-2009
454,Malawi,1,11,8,Africa,Meteorological,2000-2009
458,Malaysia,4,3,41655,Asia,Meteorological,2000-2009
462,Maldives,,,,Asia,Meteorological,2000-2009
584,Marshall Islands,,,,Oceania,Meteorological,2000-2009
474,Martinique,1,1,6,North America,Meteorological,2000-2009
478,Mauritania,,,,Africa,Meteorological,2000-2009
480,Mauritius,2,5,1050,Africa,Meteorological,2000-2009
484,Mexico,31,300,4610501,North America,Meteorological,2000-2009
583,Micronesia,4,48,8631,Oceania,Meteorological,2000-2009
498,Moldova,2,13,2600000,Europe,Meteorological,2000-2009
496,Mongolia,7,99,2680113,Asia,Meteorological,2000-2009
499,Montenegro,,,,Europe,Meteorological,2000-2009
500,Montserrat,,,,North America,Meteorological,2000-2009
504,Morocco,2,1,0,Africa,Meteorological,2000-2009
508,Mozambique,9,65,418317,Africa,Meteorological,2000-2009
104,Myanmar,3,138636,2505106,Asia,Meteorological,2000-2009
524,Nepal,3,126,200,Asia,Meteorological,2000-2009
528,Netherlands,8,1976,1,Europe,Meteorological,2000-2009
540,New Caledonia,1,2,1100,Oceania,Meteorological,2000-2009
554,New Zealand,5,2,400,Oceania,Meteorological,2000-2009
558,Nicaragua,10,228,275142,North America,Meteorological,2000-2009
562,Niger,1,4,1253,Africa,Meteorological,2000-2009
566,Nigeria,2,60,1000,Africa,Meteorological,2000-2009
570,Niue,1,1,702,Oceania,Meteorological,2000-2009
408,North Korea,3,49,636230,Asia,Meteorological,2000-2009
807,North Macedonia,4,31,205,Europe,Meteorological,2000-2009
580,Northern Mariana Islands,2,3,500,Oceania,Meteorological,2000-2009
578,Norway,2,0,100,Europe,Meteorological,2000-2009
512,Oman,3,113,20083,Asia,Meteorological,2000-2009
586,Pakistan,12,896,1653393,Asia,Meteorological,2000-2009
585,Palau,,,,Oceania,Meteorological,2000-2009
275,Palestine,,,,Asia,Meteorological,2000-2009
591,Panama,,,,North America,Meteorological,2000-2009
598,Papua New Guinea,1,172,162140,Oceania,Meteorological,2000-2009
600,Paraguay,5,8,60855,South America,Meteorological,2000-2009
604,Peru,5,829,4972871,South America,Meteorological,2000-2009
608,Philippines,80,7141,43165371,Asia,Meteorological,2000-2009
616,Poland,14,1146,1142,Europe,Meteorological,2000-2009
620,Portugal,5,3203,70,Europe,Meteorological,2000-2009
630,Puerto Rico,4,3,3600,North America,Meteorological,2000-2009
638,Réunion,3,4,3790,Africa,Meteorological,2000-2009
642,Romania,17,311,3610,Europe,Meteorological,2000-2009
643,Russia,20,1390,50208,Europe,Meteorological,2000-2009
646,Rwanda,,,,Africa,Meteorological,2000-2009
652,Saint Barthélemy,,,,North America,Meteorological,2000-2009
654,Saint Helena,1,0,300,Africa,Meteorological,2000-2009
659,Saint Kitts and Nevis,,,,North America,Meteorological,2000-2009
662,Saint Lucia,2,1,0,North America,Meteorological,2000-2009
663,Saint Martin,,,,North America,Meteorological,2000-2009
670,Saint Vincent and the Grenadines,3,4,1534,North America,Meteorological,2000-2009
882,Samoa,2,10,0,Oceania,Meteorological,2000-2009
682,Saudi Arabia,,,,Asia,Meteorological,2000-2009
686,Senegal,1,2,1000,Africa,Meteorological,2000-2009
688,Serbia,2,0,500,Europe,Meteorological,2000-2009
690,Seychelles,1,0,6800,Africa,Meteorological,2000-2009
694,Sierra Leone,,,,Africa,Meteorological,2000-2009
534,Sint Maarten,,,,North America,Meteorological,2000-2009
703,Slovakia,4,3,10413,Europe,Meteorological,2000-2009
705,Slovenia,3,295,1050,Europe,Meteorological,2000-2009
90,Solomon Islands,3,0,1535,Oceania,Meteorological,2000-2009
706,Somalia,,,,Africa,Meteorological,2000-2009
710,South Africa,12,84,106332,Africa,Meteorological,2000-2009
410,South Korea,15,423,174260,Asia,Meteorological,2000-2009
724,Spain,9,15185,2,Europe,Meteorological,2000-2009
144,Sri Lanka,2,14,425000,Asia,Meteorological,2000-2009
729,Sudan,1,33,0,Africa,Meteorological,2000-2009
752,Sweden,3,8,0,Europe,Meteorological,2000-2009
756,Switzerland,9,1041,9,Europe,Meteorological,2000-2009
760,Syria,2,32,352,Asia,Meteorological,2000-2009
762,Tajikistan,2,0,2000830,Asia,Meteorological,2000-2009
834,Tanzania,3,0,1282,Africa,Meteorological,2000-2009
764,Thailand,11,27,90123,Asia,Meteorological,2000-2009
626,Timor-Leste,1,0,8730,Asia,Meteorological,2000-2009
772,Tokelau,1,0,26,Oceania,Meteorological,2000-2009
776,Tonga,2,0,16500,Oceania,Meteorological,2000-2009
780,Trinidad and Tobago,2,1,560,North America,Meteorological,2000-2009
792,Turkey,10,107,2086,Europe,Meteorological,2000-2009
796,Turks and Caicos,4,4,1700,North America,Meteorological,2000-2009
798,Tuvalu,,,,Oceania,Meteorological,2000-2009
800,Uganda,3,0,10105,Africa,Meteorological,2000-2009
826,UK,14,360,23331,Europe,Meteorological,2000-2009
804,Ukraine,9,843,115262,Europe,Meteorological,2000-2009
784,United Arab Emirates,,,,Asia,Meteorological,2000-2009
850,United States Virgin Islands,1,0,0,North America,Meteorological,2000-2009
858,Uruguay,6,16,4012,South America,Meteorological,2000-2009
840,USA,136,3703,8692834,North America,Meteorological,2000-2009
548,Vanuatu,3,4,54808,Oceania,Meteorological,2000-2009
862,Venezuela,1,5,1730,South America,Meteorological,2000-2009
704,Vietnam,33,1319,8207385,Asia,Meteorological,2000-2009
876,Wallis and Futuna,,,,Oceania,Meteorological,2000-2009
887,Yemen,2,30,0,Asia,Meteorological,2000-2009
716,Zimbabwe,2,8,0,Africa,Meteorological,2000-2009
254,French Guiana,,,,South America,Meteorological,2000-2009
740,Suriname,,,,South America,Meteorological,2000-2009
4,Afghanistan,2,0,12350000,Asia,Climatological,2010-2019
8,Albania,,,,Europe,Climatological,2010-2019
12,Algeria,,,,Africa,Climatological,2010-2019
24,Angola,2,0,3253900,Africa,Climatological,2010-2019
660,Anguilla,,,,North America,Climatological,2010-2019
28,Antigua and Barbuda,,,,North America,Climatological,2010-2019
32,Argentina,1,0,0,South America,Climatological,2010-2019
51,Armenia,,,,Asia,Climatological,2010-2019
36,Australia,13,41,12628,Oceania,Climatological,2010-2019
40,Austria,,,,Europe,Climatological,2010-2019
31,Azerbaijan,,,,Asia,Climatological,2010-2019
50,Bangladesh,,,,Asia,Climatological,2010-2019
52,Barbados,1,0,0,North America,Climatological,2010-2019
112,Belarus,,,,Europe,Climatological,2010-2019
56,Belgium,,,,Europe,Climatological,2010-2019
204,Benin,1,1,2759,Africa,Climatological,2010-2019
64,Bhutan,,,,Asia,Climatological,2010-2019
68,Bolivia,6,0,1119335,South America,Climatological,2010-2019
70,Bosnia and Herzegovina,,,,Europe,Climatological,2010-2019
72,Botswana,2,0,38000,Africa,Climatological,2010-2019
76,Brazil,4,0,31062000,South America,Climatological,2010-2019
96,Brunei,,,,Asia,Climatological,2010-2019
100,Bulgaria,,,,Europe,Climatological,2010-2019
854,Burkina Faso,2,0,6850000,Africa,Climatological,2010-2019
108,Burundi,1,0,0,Africa,Climatological,2010-2019
132,Cabo Verde,,,,Africa,Climatological,2010-2019
116,Cambodia,1,0,2500000,Asia,Climatological,2010-2019
120,Cameroon,1,0,12000,Africa,Climatological,2010-2019
124,Canada,5,1,154477,North America,Climatological,2010-2019
140,Central African Republic,,,,Africa,Climatological,2010-2019
148,Chad,2,0,3486800,Africa,Climatological,2010-2019
152,Chile,7,32,20149,South America,Climatological,2010-2019
156,China,9,52,79726003,Asia,Climatological,2010-2019
170,Colombia,2,31,200,South America,Climatological,2010-2019
174,Comoros,,,,Africa,Climatological,2010-2019
188,Costa Rica,2,0,0,North America,Climatological,2010-2019
384,Côte d’Ivoire,,,,Africa,Climatological,2010-2019
191,Croatia,1,0,80,Europe,Climatological,2010-2019
192,Cuba,1,0,100000,North America,Climatological,2010-2019
196,Cyprus,,,,Asia,Climatological,2010-2019
203,Czech Republic,,,,Europe,Climatological,2010-2019
180,Democratic Republic of the Congo,2,11,59773,Africa,Climatological,2010-2019
208,Denmark,,,,Europe,Climatological,2010-2019
262,Djibouti,1,0,200258,Africa,Climatological,2010-2019
214,Dominican Republic,,,,North America,Climatological,2010-2019
218,Ecuador,2,5,5110,South America,Climatological,2010-2019
818,Egypt,,,,Africa,Climatological,2010-2019
222,El Salvador,2,0,1086610,North America,Climatological,2010-2019
232,Eritrea,,,,Africa,Climatological,2010-2019
748,Eswatini,2,0,724000,Africa,Climatological,2010-2019
231,Ethiopia,3,0,16005679,Africa,Climatological,2010-2019
242,Fiji,1,0,67000,Oceania,Climatological,2010-2019
246,Finland,,,,Europe,Climatological,2010-2019
250,France,1,0,12012,Europe,Climatological,2010-2019
254,French Guiana,,,,South America,Climatological,2010-2019
266,Gabon,,,,Africa,Climatological,2010-2019
270,Gambia,2,0,491100,Africa,Climatological,2010-2019
268,Georgia,,,,Asia,Climatological,2010-2019
276,Germany,,,,Europe,Climatological,2010-2019
288,Ghana,,,,Africa,Climatological,2010-2019
300,Greece,1,100,4718,Europe,Climatological,2010-2019
308,Grenada,1,0,0,North America,Climatological,2010-2019
320,Guatemala,3,0,3066485,North America,Climatological,2010-2019
324,Guinea,,,,Africa,Climatological,2010-2019
624,Guinea-Bissau,,,,Africa,Climatological,2010-2019
328,Guyana,1,0,0,South America,Climatological,2010-2019
332,Haiti,2,0,4600000,North America,Climatological,2010-2019
340,Honduras,3,0,1056710,North America,Climatological,2010-2019
344,Hong Kong,,,,Asia,Climatological,2010-2019
348,Hungary,,,,Europe,Climatological,2010-2019
352,Iceland,,,,Europe,Climatological,2010-2019
356,India,4,24,338200000,Asia,Climatological,2010-2019
360,Indonesia,2,30,409664,Asia,Climatological,2010-2019
364,Iran,,,,Asia,Climatological,2010-2019
368,Iraq,,,,Asia,Climatological,2010-2019
372,Ireland,,,,Europe,Climatological,2010-2019
376,Israel,2,44,80159,Asia,Climatological,2010-2019
380,Italy,2,0,0,Europe,Climatological,2010-2019
388,Jamaica,1,0,91545,North America,Climatological,2010-2019
392,Japan,,,,Asia,Climatological,2010-2019
400,Jordan,,,,Asia,Climatological,2010-2019
398,Kazakhstan,,,,Asia,Climatological,2010-2019
404,Kenya,5,0,15250000,Africa,Climatological,2010-2019
296,Kiribati,,,,Oceania,Climatological,2010-2019
417,Kyrgyzstan,,,,Asia,Climatological,2010-2019
418,Laos,1,0,0,Asia,Climatological,2010-2019
428,Latvia,1,0,0,Europe,Climatological,2010-2019
422,Lebanon,,,,Asia,Climatological,2010-2019
426,Lesotho,3,0,2137515,Africa,Climatological,2010-2019
430,Liberia,,,,Africa,Climatological,2010-2019
440,Lithuania,1,0,0,Europe,Climatological,2010-2019
450,Madagascar,3,0,2420000,Africa,Climatological,2010-2019
454,Malawi,2,0,8600000,Africa,Climatological,2010-2019
458,Malaysia,1,0,2200000,Asia,Climatological,2010-2019
466,Mali,2,0,4100000,Africa,Climatological,2010-2019
584,Marshall Islands,2,0,27384,Oceania,Climatological,2010-2019
478,Mauritania,4,0,5805374,Africa,Climatological,2010-2019
480,Mauritius,,,,Africa,Climatological,2010-2019
484,Mexico,2,0,2500000,North America,Climatological,2010-2019
583,Micronesia,1,0,100000,Oceania,Climatological,2010-2019
498,Moldova,1,0,5800,Europe,Climatological,2010-2019
496,Mongolia,,,,Asia,Climatological,2010-2019
499,Montenegro,1,0,200,Europe,Climatological,2010-2019
504,Morocco,,,,Africa,Climatological,2010-2019
508,Mozambique,2,0,2760000,Africa,Climatological,2010-2019
104,Myanmar,,,,Asia,Climatological,2010-2019
516,Namibia,3,0,1649644,Africa,Climatological,2010-2019
524,Nepal,1,11,0,Asia,Climatological,2010-2019
554,New Zealand,1,0,0,Oceania,Climatological,2010-2019
558,Nicaragua,2,0,760000,North America,Climatological,2010-2019
562,Niger,3,0,6719428,Africa,Climatological,2010-2019
566,Nigeria,,,,Africa,Climatological,2010-2019
